company,source,title,location,url,updated
crunchyroll,greenhouse,"Senior Director, Platform Engineering -  Enterprise Technology","Dallas, Texas, United States",https://boards.greenhouse.io/crunchyroll/jobs/7985457?gh_jid=7985457,2026-06-11T10:51:05-04:00
